provider_name,website_url,domain,directory_source,directory_detail_url,source_url,address,phone,email,confidence,notes
Fit en Balans Diëtetiek,https://www.fitbalansdietetiek.nl/,fitbalansdietetiek.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-fit-en-balans-dietetiek-den-haag-10019927,,,,,0.00,No HTML pages were fetched.
Fysioplein,http://www.fysioplein.nl,fysioplein.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-fysioplein-den-haag-10000011,http://fysioplein.nl,Sweelinckplein 46 2517 GP Den Haag,0703451109,info@fysioplein.nl,1.00,
Fysio-Specialist M.Schäffers,https://www.fysio-specialist.nu/,fysio-specialist.nu,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-fysio-specialist-m-schaffers-den-haag-3044911,https://fysio-specialist.nu,Burgemeester Hovylaan 78 2552 AZ Den Haag,0703976020,info@fysio-specialist.nu,1.00,
Max Health Care,https://maxhealthcare.nl/,maxhealthcare.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-max-health-care-den-haag-10022591,https://maxhealthcare.nl,,0703549328,,0.30,No postal address detected. | No central email address detected.
"Medisena Gezondheidscentrum Den Haag, Huisartsen",https://www.medisena.nl/,medisena.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huisartsenpraktijk-medisena-gezondheidscentrum-den-haag-huisartsen-den-haag-116972,,,,,0.00,No HTML pages were fetched.
Tanke Psychologie en Counseling,https://tankepsychologie.nl/,tankepsychologie.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-tanke-psychologie-en-counseling-den-haag-10018901,https://tankepsychologie.nl,2594 AH DEN HAAG,,,0.40,No central phone number detected. | No central email address detected.
Care Dental Ypenburg,http://www.caredental.nl,caredental.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-care-dental-ypenburg-den-haag-3045875,http://caredental.nl,Laan van Waalhaven 484 2497GR Den Haag Email: info@caredental.nl,,info@caredental.nl,0.70,No central phone number detected.
Grinberg,https://www.grinberg.nl,grinberg.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-grinberg-den-haag-10088325,https://grinberg.nl,Beeklaan 322 2562 AW Den Haag,0703635265,,0.70,No central email address detected.
Huisartsen Archipel,https://www.huisartsenarchipel.com/,huisartsenarchipel.com,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huisartsenpraktijk-huisartsen-archipel-den-haag-116916,https://huisartsenarchipel.com,Archipel Bankastraat 99 2585EJ Den Haag Zuid-Holland Nederland,0703469669,,0.70,No central email address detected.
Tandartsenpraktijk Ypenburg Centrum,http://tandartsypenburgcentrum.nl,tandartsypenburgcentrum.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-tandartsenpraktijk-ypenburg-centrum-den-haag-3064056,,,,,0.00,No HTML pages were fetched.
24-7 Zorg Om De Hoek,http://www.24-7zorgomdehoek.nl/,24-7zorgomdehoek.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-24-7-zorg-om-de-hoek-den-haag-10005028,http://24-7zorgomdehoek.nl/organisatie/clientenraad.html,Jan Luykenlaan 57 2533 JL Den Haag t,,clientenraad@24-7zorgomdehoek.nl,0.70,No central phone number detected.
"Diëtistenpraktijk Barnak, locatie Den Haag",https://www.dietistenpraktijkbarnak.nl/,dietistenpraktijkbarnak.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-dietistenpraktijk-barnak-locatie-den-haag-den-haag-10017942,https://dietistenpraktijkbarnak.nl,,,info@dietistenpraktijkbarnak.nl,0.30,No postal address detected. | No central phone number detected.
MCV Nederland Den Haag,https://mcvnederland.nl,mcvnederland.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/overige-kliniek-mcv-nederland-den-haag-den-haag-10082110,https://mcvnederland.nl,"Jean Monnetpark 39, 7336 BA Apeldoorn",0885380550,info@mcvnederland.nl,1.00,
Tandartspraktijk Blok,http://www.tandartspraktijkblok.nl,tandartspraktijkblok.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-tandartspraktijk-blok-den-haag-181567,http://tandartspraktijkblok.nl,Utrecht Ouverturestraat 12 2553 VP Den Haag,0703253935,info@tandartspraktijkblok.nl,1.00,
Tandartspraktijk Walenkamp,https://www.tpwalenkamp.nl/,tpwalenkamp.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-tandartspraktijk-walenkamp-den-haag-3050632,https://tpwalenkamp.nl,Bezuidenhoutseweg 474 - 2594 BG - Den Haag,,info@tpwalenkamp.nl,0.70,No central phone number detected.
Vroedvrouw Ellen,https://www.vroedvrouwellen.nl/,vroedvrouwellen.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/verloskundepraktijk-vroedvrouw-ellen-den-haag-10018236,,,,,0.00,No HTML pages were fetched.
"Blessure Behandeling Preventie, Praktijk voor Fysiotherapie",http://www.blessuredenhaag.com,blessuredenhaag.com,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-blessure-behandeling-preventie-praktijk-voor-fysiotherapie-den-haag-193408,,,,,0.00,No HTML pages were fetched.
Bravocado,https://www.bravocado.nu,bravocado.nu,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-bravocado-den-haag-10010295,https://www.bravocado.nu/contact/,Forellendaal 282 2553 LM Den Haag,,,0.40,No central phone number detected. | No central email address detected.
Centrum voor Fysiotherapie Copernicuslaan,https://www.cfcinfo.nl/,cfcinfo.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-centrum-voor-fysiotherapie-copernicuslaan-den-haag-193418,https://cfcinfo.nl,Copernicuslaan 59 2561 VB Den Haag,0703607436,leonie@cfcinfo.nl,1.00,
Ergotherapie Zeker,http://www.ergotherapiezeker.nl,ergotherapiezeker.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/ergotherapiepraktijk-ergotherapie-zeker-den-haag-10000215,http://ergotherapiezeker.nl,Marshalllaan 2 2625 GZ Delft,,info@ergotherapiezeker.nl,0.70,No central phone number detected.
Huisartsenpraktijk P. van den Berg,https://vandenberg.uwartsonline.nl/,vandenberg.uwartsonline.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huisartsenpraktijk-huisartsenpraktijk-p-van-den-berg-den-haag-116853,https://vandenberg.uwartsonline.nl,2587 CL,0703522250,,0.70,No central email address detected.
"Paraplus, Praktijk voor Fysiotherapie, locatie Den Haag",https://www.para-plus.nl/,para-plus.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-paraplus-praktijk-voor-fysiotherapie-locatie-den-haag-den-haag-10020390,https://para-plus.nl/locaties/hoek-van-holland-gezondheidscentrum-de-cordes/,De Cordesstraat 107 3151 BK Hoek van Holland T,0850604720,info@para-plus.nl,1.00,
Tandartspraktijk Tjiam,http://www.tandartspraktijktjiam.nl,tandartspraktijktjiam.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-tandartspraktijk-tjiam-den-haag-181811,https://www.tandartspraktijktjiam.nl/?page_id=14,,,info@tandartspraktijktjiam.nl,0.30,No postal address detected. | No central phone number detected.
Tandheelkunde Sweelinckplein,https://www.tandheelkundesweelinckplein.nl/,tandheelkundesweelinckplein.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-tandheelkunde-sweelinckplein-den-haag-3027518,https://tandheelkundesweelinckplein.nl,Sweelinckplein 46 2517 GP Den Haag,0703455040,info@tandheelkundesweelinckplein.nl,1.00,
Van den Berg Medisch Training Centrum,www.vandenbergmtc.nl,vandenbergmtc.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-van-den-berg-medisch-training-centrum-den-haag-10006640,,,,,0.00,No HTML pages were fetched.
Nova Zorggroep,https://www.novazorggroep.nl/,novazorggroep.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-nova-zorggroep-den-haag-10004829,https://novazorggroep.nl,Zorggroep Platinaweg 25 2544EZ Den Haag E,0708201101,,0.70,No central email address detected.
Diëtistenpraktijk Esther den Boogert,https://www.estherdenboogert.nl,estherdenboogert.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-dietistenpraktijk-esther-den-boogert-den-haag-10027668,https://estherdenboogert.nl,Huisartsen Nunspeetlaan 54 2573 HH Den Haag Maandag,,dietist@estherdenboogert.nl,0.70,No central phone number detected.
Vast en Zeker zorg,https://www.vastenzekerzorg.nl,vastenzekerzorg.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-vast-en-zeker-zorg-den-haag-10021590,https://vastenzekerzorg.nl,"Fruitweg 25, 2525 KG Den Haag",0703316372,info@vastenzekerzorg.nl,1.00,
Domus Valuas -  Residence Haganum,www.domusvaluas.nl,domusvaluas.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/particulier-woonzorgcentrum-domus-valuas-residence-haganum-den-haag-3049306,https://www.domusvaluas.nl/locaties/deuylenburgh/,"Locatie Lauriergracht 49-65, 1016 RG Amsterdam Direct contact",0850813213,familyoffice@domusvaluas.nl,1.00,
Haaglanden Clinics,https://haaglandenclinics.nl,haaglandenclinics.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/overige-kliniek-haaglanden-clinics-den-haag-10004432,https://haaglandenclinics.nl/contact/,"Nieuwe parklaan 11, 2597LA Den Haag",0889792380,info@haaglandenclinics.nl,1.00,
Maryam Skin Therapy,https://www.maryamskintherapy.nl,maryamskintherapy.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huidtherapiepraktijk-maryam-skin-therapy-den-haag-10006738,,,,,0.00,No HTML pages were fetched.
"Voetmax Orthopedie, Den Haag Vrederustlaan",http://www.voetmax.nl,voetmax.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/medisch-hulpmiddel-voetmax-orthopedie-den-haag-vrederustlaan-den-haag-10083023,https://voetmax.nl/contact/,Sabina Klinkhamerweg 10 7555 SK Hengelo,0884547799,info@voetmax.nl,1.00,
Smyrna Thuiszorg,https://smyrnathuiszorg.nl/,smyrnathuiszorg.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-smyrna-thuiszorg-den-haag-10016559,https://smyrnathuiszorg.nl/contact/,Goudenregenstraat 270 2565 GE Den Haag,0707200066,info@smyrnathuiszorg.nl,1.00,
SkinAid huid- en oedeemtherapie,http://www.skinaid.nl,skinaid.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huidtherapiepraktijk-skinaid-huid-en-oedeemtherapie-den-haag-3055827,http://skinaid.nl,"Kiekendiefstraat 17, 2496 RP Den Haag Daar ben ik gevestigd op de",,huidtherapeut@skinaid.nl,0.70,No central phone number detected.
V&V Huisartsen,https://www.venvhuisartsen.nl,venvhuisartsen.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huisartsenpraktijk-v-v-huisartsen-den-haag-3025139,https://venvhuisartsen.nl,,0703603322,,0.30,No postal address detected. | No central email address detected.
"Stad Zorg Haaglanden, Thuiszorg",https://stadzorgh.nl/,stadzorgh.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-stad-zorg-haaglanden-thuiszorg-den-haag-10024587,https://stadzorgh.nl,Stad Zorg Haaglanden Alexanderveld 5 2585 DB Den Haag [email protected] www.stadzorgh.nl,,,0.40,No central phone number detected. | No central email address detected.
"Huisartsen Gezondheidscentrum Frankenslag, praktijk Doude van Troostwijk/Gooskens",http://www.frankenslag.nl,frankenslag.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huisartsenpraktijk-huisartsen-gezondheidscentrum-frankenslag-praktijk-doude-van-troostwijk-gooskens-den-haag-116935,http://frankenslag.nl,2582 HX Den Haag,0703500694,praktijkdoudegooskens@frankenslag.nl,1.00,
"Res en Hablé, huisartsen",https://huisartsomdehoek.nl/,huisartsomdehoek.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huisartsenpraktijk-res-en-hable-huisartsen-den-haag-116958,https://huisartsomdehoek.nl,2585 EP Den Haag,0703503300,,0.70,No central email address detected.
2Dent Kliniek,http://www.2dentkliniek.nl,2dentkliniek.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-2dent-kliniek-den-haag-3045436,http://2dentkliniek.nl,2564 AT Den Haag,0703235410,info@2dentkliniek.nl,1.00,
Huisartsenpraktijk Berkhout en van Markus,http://berkhoutenvanmarkus.praktijkinfo.nl,berkhoutenvanmarkus.praktijkinfo.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huisartsenpraktijk-huisartsenpraktijk-berkhout-en-van-markus-den-haag-207784,,,,,0.00,No HTML pages were fetched.
Herstelsnel.nl,http://www.herstelsnel.nl,herstelsnel.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-herstelsnel-nl-den-haag-10001789,http://herstelsnel.nl,"Zoutmanstraat 55, 2518 GN Den Haag .",0853011505,,0.70,No central email address detected.
"M&O Fysiotherapie, Manuele therapie en Osteopathie, locatie Goudenregenplein",https://mulderenvanoostveen.nl/,mulderenvanoostveen.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-m-o-fysiotherapie-manuele-therapie-en-osteopathie-locatie-goudenregenplein-den-haag-3061787,,,,,0.00,No HTML pages were fetched.
Tandartspraktijk Den Haag Centrum,https://www.tpdenhaagcentrum.nl/,tpdenhaagcentrum.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-tandartspraktijk-den-haag-centrum-den-haag-3045011,https://tpdenhaagcentrum.nl,Ammunitiehaven 317 2511 XL Den Haag,+31703602023,info@tpdenhaagcentrum.nl,1.00,
Raja Psychologie,https://www.rajapsychologie.nl,rajapsychologie.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-raja-psychologie-den-haag-10003351,https://rajapsychologie.nl,Hertog Albrechtlaan 6 2553 GS Den Haag,07020204202006,info@rajapsychologie.nl,1.00,
Kraamzorg Het Maantje,www.kraamzorghetmaantje.nl,kraamzorghetmaantje.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/kraamzorg-kraamzorg-het-maantje-den-haag-10014368,,,,,0.00,No HTML pages were fetched.
InTune Sleep Solutions,https://intunesleep.nl/,intunesleep.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-intune-sleep-solutions-den-haag-10020910,,,,,0.00,No HTML pages were fetched.
Claris Zorgvilla Het Poortgebouw,https://www.claris-zorggroep.nl/,claris-zorggroep.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/particulier-woonzorgcentrum-claris-zorgvilla-het-poortgebouw-den-haag-10023050,,,,,0.00,No HTML pages were fetched.
Diëtistenpraktijk Dieet op Wens,https://www.dieetopwens.nl,dieetopwens.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-dietistenpraktijk-dieet-op-wens-den-haag-10026184,https://dieetopwens.nl,A: Westeinde 425 2512 KD Den Haag,,,0.40,No central phone number detected. | No central email address detected.
Putters Huid- & Oedeemtherapie,https://www.putters-huidenoedeemtherapie.nl/,putters-huidenoedeemtherapie.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huidtherapiepraktijk-putters-huid-oedeemtherapie-den-haag-10010531,https://putters-huidenoedeemtherapie.nl,Uitgeeststraat 225 2547 VE Den Haag,,info@putters-huidenoedeemtherapie.nl,0.70,No central phone number detected.
"Skils, vestiging Den Haag Henri Faasdreef",https://www.skils.nl,skils.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-skils-vestiging-den-haag-henri-faasdreef-den-haag-10012061,https://skils.nl,Witte Singel 8 2311 BG LEIDEN T. 088 - 277 26 00 Bekijk locaties,0882772600,,0.70,No central email address detected.
Huisartspraktijk R. Chin,https://www.huisartspraktijk-rchin.nl/,huisartspraktijk-rchin.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huisartsenpraktijk-huisartspraktijk-r-chin-den-haag-237603,https://huisartspraktijk-rchin.nl,,0703585784,,0.30,No postal address detected. | No central email address detected.
ProFlexCare,https://proflexcare.nl,proflexcare.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-proflexcare-den-haag-10018819,https://proflexcare.nl,"Adres Saturnusstraat 14, 2516 AH Den Haag",+31619748623,info@proflexcare.nl,1.00,
"Dietistenpraktijk Prima Voeding, locatie Medisch Centrum Hollands Spoor",https://www.primavoeding.nl/,primavoeding.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-dietistenpraktijk-prima-voeding-locatie-medisch-centrum-hollands-spoor-den-haag-10011437,https://primavoeding.nl,,,info@primavoeding.nl,0.30,No postal address detected. | No central phone number detected.
Huisartsenpraktijk D. Moser,http://www.moser.praktijkinfo.nl,moser.praktijkinfo.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huisartsenpraktijk-huisartsenpraktijk-d-moser-den-haag-3034175,,,,,0.00,No HTML pages were fetched.
"Huisartsen WateringseVeld -  Schuring, Janssens, Van Beek & Veldhoven",http://www.huisartsenwateringseveld.nl,huisartsenwateringseveld.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huisartsenpraktijk-huisartsen-wateringseveld-schuring-janssens-van-beek-veldhoven-den-haag-3025996,https://www.huisartsenwateringseveld.nl/contact/,Laan van Wateringseveld 224c 2548 CG ‘s-Gravenhage E voor zorgverleners: huisartsenwateringsevel,0703096140,assistente@huisartsenwateringseveld.nl,1.00,
Diëtist Khan,https://www.dietist-khan.nl/,dietist-khan.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-dietist-khan-den-haag-10023185,https://dietist-khan.nl,2562 HP Den Haag,,,0.40,No central phone number detected. | No central email address detected.
Fysiotherapie Bezuidenhout,https://www.fysiobezuidenhout.nl,fysiobezuidenhout.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-fysiotherapie-bezuidenhout-den-haag-193402,https://fysiobezuidenhout.nl,Bezuidenhoutseweg 187 2594 AH Den Haag Routebeschrijving,0703820950,info@fysiobezuidenhout.nl,1.00,
GGZ Groep Den Haag,https://www.ggzgroep.nl,ggzgroep.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/ggz-ggz-groep-den-haag-den-haag-10003079,https://ggzgroep.nl,6702 DR Wageningen,0850866070,,0.70,No central email address detected.
Psychologie Praktijk Cherryl Sewpersad,https://psycholoogsewpersad.nl/,psycholoogsewpersad.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-psychologie-praktijk-cherryl-sewpersad-den-haag-10024639,https://psycholoogsewpersad.nl,,,info@psycholoogsewpersad.nl,0.30,No postal address detected. | No central phone number detected.
FysioDuinoord Zorgpraktijk,http://www.fysioduinoord.nl,fysioduinoord.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-fysioduinoord-zorgpraktijk-den-haag-193614,http://fysioduinoord.nl,Zorgpraktijk Danckertsstraat 88 2517 TK Den Haag Telefoon,0703632442,info@fysioduinoord.nl,1.00,
"Fysiotherapie Benoordenhout Devilee en Devilee, locatie Bronovolaan",http://www.2dfysio.nl,2dfysio.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-fysiotherapie-benoordenhout-devilee-en-devilee-locatie-bronovolaan-den-haag-193454,,,,,0.00,No HTML pages were fetched.
Praktijk voor psychologie Schaart,https://www.hesterschaart.nl,hesterschaart.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-praktijk-voor-psychologie-schaart-den-haag-3057488,https://hesterschaart.nl,Kokhaanhof 19 2492 TX Den Haag mobiel,0703469669,,0.70,No central email address detected.
Mentaal Beter - Den Haag - Donau,https://mentaalbeter.nl/praktijken/den-haag/donau/,mentaalbeter.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/ggz-mentaal-beter-den-haag-donau-den-haag-10007720,https://mentaalbeter.nl/contact/,Hoofdkantoor Steijnlaan 12 1217 JS Hilversum,0880330600,planbureaukj@mentaalbeter.nl,1.00,
Fysius Nek- en Rugexperts Den Haag,https://www.fysius.nl,fysius.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-fysius-nek-en-rugexperts-den-haag-den-haag-3052839,https://fysius.nl/contact-fysius-stel-uw-vraag-of-maak-een-afspraak/,,+31880021700,info@fysius.nl,0.60,No postal address detected.
Implantologie Den Haag,http://www.implantologiedenhaag.nl,implantologiedenhaag.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-implantologie-den-haag-den-haag-181983,https://implantologiedenhaag.nl/over-ons/,Adres Danckertsstraat 2 2517 TH Den Haag,0703561942,info@implantologiedenhaag.nl,1.00,
DieetPlaneet Den Haag Haagse Hout,https://www.dieetplaneet.nl/praktijklocaties/den-haag/haagse-hout/bezuidenhout/den-haag-bezuidenhout,dieetplaneet.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-dieetplaneet-den-haag-haagse-hout-den-haag-3059099,https://dieetplaneet.nl,,+31883438000,info@dieetplaneet.nl,0.60,No postal address detected.
"Diëtistenpraktijk Samen Sterk, locatie Den Haag, Gezondheidscentrum Baskaya",https://samen-sterk.com/,samen-sterk.com,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-dietistenpraktijk-samen-sterk-locatie-den-haag-gezondheidscentrum-baskaya-den-haag-10012953,https://samen-sterk.com/contact/,"van Goghlaan 5, 4382 SN Vlissingen",0857500050,afspraken@samen-sterk.com,1.00,
"Matoeta, Centrum voor Voeding, Gezondheid en Bewustwording",http://www.matoeta.nl,matoeta.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-matoeta-centrum-voor-voeding-gezondheid-en-bewustwording-den-haag-3036539,https://matoeta.nl/contact/,"Genemuidenstraat 208, 2545 NZ Den Haag",,ingrid@matoeta.nl,0.70,No central phone number detected.
"PsyHub, locatie Den Haag",https://www.psyhub.nl/,psyhub.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-psyhub-locatie-den-haag-den-haag-10083607,https://www.psyhub.nl/index.php/bereikbaarheid/,,,info@psyhub.nl,0.30,No postal address detected. | No central phone number detected.
Tanden & Zo,http://www.tandenenzo.nl,tandenenzo.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-tanden-zo-den-haag-3039540,http://tandenenzo.nl,"Vestiging 1 Noordeinde 94A, 2514GM Den Haag",0704277044,info@tandenenzo.nl,1.00,
"Harmonie, praktijk voor psychologie, orthopedagogiek, coaching en training",http://www.nicolinegieskes.nl,nicolinegieskes.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-harmonie-praktijk-voor-psychologie-orthopedagogiek-coaching-en-training-den-haag-3062691,,,,,0.00,No HTML pages were fetched.
Eezy Den Haag,https://www.eezygebit.nl/,eezygebit.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandprothetische-praktijk-eezy-den-haag-den-haag-10027026,https://eezygebit.nl,Kantooradres Eezy Dentures B.V. Korenmolenlaan 1-F 3447 GG Woerden 0348 - 788 131 info@eezygebit.nl KvK nr.: 82024243,0348788131,info@eezygebit.nl,1.00,
"R.L. Kuijlaars, fysio-, manuele en oedeemtherapie",http://www.kuijlaars-fysio.nl,kuijlaars-fysio.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-r-l-kuijlaars-fysio-manuele-en-oedeemtherapie-den-haag-3052765,http://kuijlaars-fysio.nl,2574 SM Den Haag,,,0.40,No central phone number detected. | No central email address detected.
Curasis,https://www.curasis.nl/,curasis.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-curasis-den-haag-10016258,https://curasis.nl,,+31642294034,info@curasis.nl,0.60,No postal address detected.
Praktijk Monique Wiegel,https://www.praktijkwiegel.nl/,praktijkwiegel.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-praktijk-monique-wiegel-den-haag-10013373,https://praktijkwiegel.nl,"Sportlaan 600, 2566MJ, Den Haag",,,0.40,No central phone number detected. | No central email address detected.
Praktijk voor acupunctuur H.S.T.C. Oosterman,http://www.praktijkoosterman.nl,praktijkoosterman.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/artsenpraktijk-voor-alternatieve-geneeskunde-praktijk-voor-acupunctuur-h-s-t-c-oosterman-den-haag-251983,http://praktijkoosterman.nl,Jan Bronnerstraat 101 2552 WX Den Haag,+31629567848,,0.70,No central email address detected.
Binnenstebuiten Fysio,https://www.binnenstebuitenfysio.nl,binnenstebuitenfysio.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-binnenstebuiten-fysio-den-haag-10026785,https://www.binnenstebuitenfysio.nl/locaties,Cederstraat 1A 2565 JM Den Haag,+31614877857,,0.70,No central email address detected.
Meer en Bosch Fysiotherapie,https://www.meerenboschfysiotherapie.nl/,meerenboschfysiotherapie.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-meer-en-bosch-fysiotherapie-den-haag-193152,https://meerenboschfysiotherapie.nl,Vlierboomstraat 533 2564 JG Den Haag,0703233663,info@meerenboschfysiotherapie.nl,1.00,
"Diétique, Thomsonplein",http://www.dietique.nl,dietique.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-dietique-thomsonplein-den-haag-3036679,http://dietique.nl,Thomsonplein Thomsonplein 23 2565 KV Den Haag,,info@dietique.nl,0.70,No central phone number detected.
Mondverzorgingspraktijk Multidental,http://www.multidental.nl,multidental.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-mondverzorgingspraktijk-multidental-den-haag-3048863,http://multidental.nl,,0703614191,info@multidental.nl,0.60,No postal address detected.
